GEOID17,facility_id,facility_name,lon,lat,emis,stkhgt,stkdiam,stktemp,stkvel,sector,type,tribal_fips,poll
01001,560011,Tenaska Alabama Partners LP,-86.73879000000002,32.65343,13.26043557168784,53.337397135019806,5.486132276744895,355.3722222222222,19.5397744590064,egu,elevated,NA,PM25-PRI
41021,566611,Columbia Ridge Landfill & Recycling Center,-120.25498600000002,45.623963,19.056261343012704,7.802499238037184,0.5181347150259066,719.2611111111111,23.011277049679975,egu,elevated,NA,PM25-PRI
06081,575411,IPT SRI COGENERATION INC,-122.175622,37.45794,2.588740471869328,70.54962168792595,3.835434186864128,412.39600290496907,20.199595772615847,egu,elevated,NA,PM25-PRI
10001,588111,McKee Run Generating Station,-75.545277,39.176389,0.05147041742286751,60.95702529716549,3.10880829015544,435.92777777777775,22.188357208168245,egu,elevated,NA,PM25-PRI
10003,588311,Delaware City Refinery,-75.63305533333333,39.59611066666667,33.46688294010889,98.35724726953859,4.983210730264707,401.5033444325426,18.585723537591228,egu,elevated,NA,PM25-PRI
12049,588511,"VANDOLAH POWER COMPANY, LLC",-81.92383000000002,27.52421,34.52580217785843,22.858884486437066,7.010057909174032,873.7055555555555,32.3377019201463,egu,elevated,NA,PM25-PRI
09003,588711,"COVANTA BRISTOL, INC",-72.91660999999998,41.64878,0.002615274863883847,88.99725693386162,1.4324900944833892,410.92777777777775,19.6462359036879,egu,elevated,NA,PM25-PRI
09003,589711,ALGONQUIN POWER WINDSOR LOCKS,-72.62607000000001,41.92392,9.816882658802177,40.92183353306262,2.0499477103881625,423.80424184075036,25.219091277193407,egu,elevated,NA,PM25-PRI
09009,590011,"DEVON POWER, LLC",-73.10861,41.20854,1.3358495580762249,49.492324345959624,3.1008908948947504,718.5368787689468,46.51397454531348,egu,elevated,NA,PM25-PRI
12009,590411,FLORIDA POWER & LIGHT COMPANY (PCC),-80.767385,28.468103000000006,134.8420326678766,36.53393758350267,5.436837602275973,533.8071543148694,18.583326185973736,egu,elevated,NA,PM25-PRI
12009,590511,ORLANDO UTILITIES COMMISSION (OUC),-80.78268,28.4927235,1.1635009074410163,15.315477208784342,6.587946418848073,814.5387991977539,26.42025981688696,egu,elevated,NA,PM25-PRI
12009,591111,"OLEANDER POWER PROJECT, LP",-80.7947268,28.3654878,2.8284513686025408,18.287107589149645,6.705272782688205,872.972018197361,34.31531335767347,egu,elevated,NA,PM25-PRI
12011,591611,FLORIDA POWER & LIGHT (PPE),-80.126111,26.085278,130.08719600725954,45.41298384638829,6.705272782688205,363.7055555555555,13.118376108083492,egu,elevated,NA,PM25-PRI
12011,591711,FLORIDA POWER & LIGHT COMPANY,-80.19758425,26.07085175,79.99187477313973,44.317734275483495,5.596354893406065,469.20959328794197,47.38790507568882,egu,elevated,NA,PM25-PRI
06073,592411,CABRILLO POWER II LLC KEARNY MESA GTS,-117.135,32.834,0.08101633393829401,70.54962168792595,3.835434186864128,412.39600290496907,20.199595772615847,egu,elevated,NA,PM25-PRI
06073,593911,GOAL LINE LP,-117.09927,33.11862,19.425916515426497,17.73849436147516,1.0362694300518136,497.5944444444444,8.41206949100884,egu,elevated,NA,PM25-PRI
12031,640211,JEA-NORTHSIDE/SJRPP,-81.5529468,30.4263744,874.1624972776768,178.86493408628928,6.13897764417533,343.2777656885642,23.2878895272362,egu,elevated,NA,PM25-PRI
10003,640311,HAY ROAD ENERGY CENTER,-75.50537516666667,39.74402033333333,65.68856624319419,57.29960377933556,4.724169460530326,367.7389879834081,27.674489484913135,egu,elevated,NA,PM25-PRI
12017,640611,"DUKE ENERGY FLORIDA, LLC",-82.69912225,28.9602685,892.3047359346642,165.5719832523479,8.67181158525507,340.16993288388886,19.35292131985697,egu,elevated,NA,PM25-PRI
12057,640811,MCKAY BAY REFUSE-TO-ENERGY FACILITY,-82.421,27.9493,12.492866606170598,61.261810423651326,1.2800975312404754,430.3722222222222,22.340749771411154,egu,elevated,NA,PM25-PRI
10005,640911,INDIAN RIVER GENERATING STATION,-75.2340275,38.5865275,23.807577132486387,121.8745409057099,7.31375132057954,447.12360407295245,17.70853571315054,egu,elevated,NA,PM25-PRI
12031,641211,JEA,-81.94784266666666,30.320300000000003,86.97724863883847,56.837400172767794,5.486132276744895,386.52243839017626,21.11839575131545,egu,elevated,NA,PM25-PRI
12121,642811,"DUKE ENERGY FLORIDA, LLC",-83.18007,30.37544,1.4599264972776769,6.705272782688205,3.4440719292898505,658.7055555555555,63.608655897592186,egu,elevated,NA,PM25-PRI
12105,643111,"C.D. MCINTOSH, JR. POWER PLANT",-81.92515666666667,28.082026666666668,217.88332488566243,78.38132314160977,5.57129894231791,330.135784070296,24.489249826244418,egu,elevated,NA,PM25-PRI
09009,643411,PSEG FOSSIL LLC/ POWER CT LLC,-72.90325999999999,41.28733,0.6575624666061707,61.648283077954,4.054186324885541,597.735687422536,22.343712676863344,egu,elevated,NA,PM25-PRI
05059,658911,ENTERGY ARK LLC-LAKE CATHERINE,-92.904444,34.435833,4.296796733212341,59.43309966473636,5.181347150259067,396.48333333333335,3.078329777506857,egu,elevated,NA,PM25-PRI
06067,686311,SACRAMENTO POWER AUTHORITY DBA WOOD GOUP POWER OP (F#5133),-121.39398,38.65439,0.3603057050816697,30.478512648582747,4.480341359341664,810.9277777777777,47.86994818652849,egu,elevated,NA,PM25-PRI
12073,715111,CITY OF TALLAHASSEE,-84.399736,30.452088,38.50991034482758,45.65687927822538,4.706079220539643,421.04327602335263,21.446999731263386,egu,elevated,NA,PM25-PRI
09003,715611,MIRA / MID-CONNECTICUT,-72.6529,41.749089999999995,17.095253869655174,65.82338981252593,2.965407176300488,350.46310577053805,15.697936918271022,egu,elevated,NA,PM25-PRI
09007,715711,MIDDLETOWN POWER LLC,-72.57966,41.5547425,8.018280743920144,113.19543819331292,4.4779652484393315,528.0255670930949,32.822942759155694,egu,elevated,NA,PM25-PRI
12011,716911,"WHEELABRATOR SOUTH BROWARD, INC",-80.203611,26.068889,40.0370172413793,59.43309966473636,2.2858884486437065,422.0388888888889,19.445291069795793,egu,elevated,NA,PM25-PRI
12101,717211,"DUKE ENERGY FLORIDA, LLC.",-82.7883,28.1844,103.90841197822141,152.0877781164279,7.31484303565986,449.8166666666666,38.61627552575434,egu,elevated,NA,PM25-PRI
12101,717311,PASCO COUNTY,-82.56022299999998,28.369357,2.1809354809437385,83.81590978360258,1.4324900944833892,394.26111111111106,24.961901859189272,egu,elevated,NA,PM25-PRI
12085,717611,"INDIANTOWN COGENERATION, L.P.",-80.514736,27.039252,12.482186932849363,150.8686376104846,4.876562023773239,333.15,28.405973788479127,egu,elevated,NA,PM25-PRI
06085,743011,"CALPINE GILROY COGEN,LP & GILROY ENERGY CENTER LLC",-121.53627,37.000375,3.5127891923774945,12.1914050594331,0.6095702529716549,394.26111111111106,15.239256324291373,egu,elevated,NA,PM25-PRI
12033,751411,ASCEND PERFORMANCE MATERIALS OPERATIONS,-87.25021,30.59903,44.63831215970961,30.478512648582747,4.571776897287412,439.8166666666666,23.742761353245964,egu,elevated,NA,PM25-PRI
12085,751511,FLORIDA POWER & LIGHT (PMR),-80.56472550000001,27.0554737,260.1788159474591,78.54517406288787,7.346200767153242,403.44247552946797,23.786716655810153,egu,elevated,NA,PM25-PRI
12103,751811,"DUKE ENERGY FLORIDA, LLC",-82.6011,27.8614,166.24959074410162,40.07454824606371,5.485951715308038,430.5814127873249,21.30303584986449,egu,elevated,NA,PM25-PRI
12105,751911,TAMPA ELECTRIC COMPANY,-81.989642,27.7279075,104.98937568058076,45.598026132933605,5.80092084901174,448.971988462121,23.255075539647642,egu,elevated,NA,PM25-PRI
12105,752011,LAKELAND ELECTRIC,-81.92408450000002,28.0492225,3.802463702359346,47.166627671347236,4.874019434074729,522.9464515263835,26.129347630879987,egu,elevated,NA,PM25-PRI
12123,752411,FOLEY CELLULOSE LLC,-83.525247,30.068479,4.88470054446461,68.57665345931119,3.9622066443157573,338.7055555555555,0.7924413288631514,egu,elevated,NA,PM25-PRI
12033,752711,GULF POWER COMPANY,-87.22675699999998,30.566795000000006,357.47332667876583,149.34471197805547,10.667479427003961,328.15,17.34227369704358,egu,elevated,NA,PM25-PRI
10001,753811,"ENERGY CENTER DOVER, LLC",-75.546944,39.150556,1.56429056261343,30.478512648582747,3.65742151782993,616.4833333333333,21.27400182871076,egu,elevated,NA,PM25-PRI
09001,754311,PSEG PWR CT LLC/BPT HARBOR STA,-73.18391,41.171885,0.9492688493647912,147.7539418278364,4.243992958671172,427.41403461529194,38.4587849849603,egu,elevated,NA,PM25-PRI
09001,754411,WHEELABRATOR BRIDGEPORT LP,-73.2091,41.1624,31.116980036297637,89.91161231331911,2.2858884486437065,394.2611111111111,23.34135934166413,egu,elevated,NA,PM25-PRI
09001,754511,BRIDGEPORT ENERGY LLC,-73.18435,41.169655,19.606066243194196,39.62206644315757,5.028954587016154,362.59444444444443,22.840566900335258,egu,elevated,NA,PM25-PRI
09011,754611,COVANTA SOUTHEASTERN CT CO,-72.06709000000002,41.47528,0.003301088021778584,73.1484303565986,2.8345016763181956,399.8166666666666,9.766290765010666,egu,elevated,NA,PM25-PRI
06103,765911,CALIFORNIA POWER HOLDINGS LLC,-122.21101000000002,40.15129,0,70.54962168792595,3.835434186864128,412.39600290496907,20.199595772615847,egu,elevated,NA,PM25-PRI
12049,769811,HARDEE POWER PARTNERS LIMITED,-81.9636,27.6364,9.921209777767695,27.35914179346846,4.435595441169195,400.65765373569127,23.190920082274804,egu,elevated,NA,PM25-PRI
12051,769911,U.S. SUGAR CORPORATION,-80.93844233333333,26.734940666666667,287.3596569872958,54.21334826234747,2.4395758362046354,379.82610004489914,22.980552633438418,egu,elevated,NA,PM25-PRI
06001,772011,DYNEGY OAKLAND LLC,-122.28229,37.7971,0.4231042649727767,70.54962168792595,3.835434186864128,412.39600290496907,20.199595772615847,egu,elevated,NA,PM25-PRI
08013,778211,PUBLIC SERVICE CO - VALMONT STATION,-105.20188,40.01927,0.9796533575317605,74.99134400788746,8.458094580895335,407.3555795052429,5.844615561398182,egu,elevated,NA,PM25-PRI
10003,827811,EDGE MOOR ENERGY CENTER,-75.5033212,39.7393462,2.673959056261343,80.16138272972576,6.12147479121988,437.16895102350986,22.64047560089476,egu,elevated,NA,PM25-PRI
12103,843011,PINELLAS CO. BOARD OF CO. COMMISSIONERS,-82.673348,27.873499,48.66646642468239,50.28954587016154,2.5906735751295336,405.3722222222222,21.761658031088082,egu,elevated,NA,PM25-PRI
09015,844711,"LAKE ROAD GENERATING CO, L.P.",-71.89556999999998,41.8725,66.81481851179673,50.28954587016153,5.486132276744895,364.26111111111106,15.858671136848521,egu,elevated,NA,PM25-PRI
09003,844911,CAP DIST ENERGY CTR COGEN ASSO,-72.6917,41.7641,1.6200415880217784,71.31971959768363,3.0037111430926835,389.25346323522757,19.03572268289011,egu,elevated,NA,PM25-PRI
12127,845211,FLORIDA POWER & LIGHT (PSN),-81.328333,28.841667,217.3356352087114,38.09814081072844,5.790917403230721,377.59444444444443,21.42639439195367,egu,elevated,NA,PM25-PRI
12095,845411,ORLANDO UTILITIES COMMISSION,-81.16618266666667,28.483198666666667,532.7310707803991,161.12166804017485,5.809787407656898,327.99985525359097,23.908971865141115,egu,elevated,NA,PM25-PRI
12089,845811,"RAYONIER PERFORMANCE FIBERS, LLC",-81.4713915,30.662939,140.78176043557167,70.02912796454167,2.502453337907725,363.48360226345335,15.290128367765114,egu,elevated,NA,PM25-PRI
09005,845911,KIMBERLY-CLARK CORP,-73.41113,41.55942,1.5216752268602538,23.77323986589454,2.0560577926628496,463.5546525084003,18.304288180047163,egu,elevated,NA,PM25-PRI
04003,862811,AEPCO - APACHE GENERATING STATION,-109.893922,32.06105857142857,5.501541690562613,91.23947490178664,4.603741774477976,465.9905670243604,17.3566397626577,egu,elevated,NA,PM25-PRI
04017,863011,APS - CHOLLA POWER PLANT,-110.3004,34.9409,186.76941923774953,159.34444702869905,5.437145043760683,405.93975783088894,23.791424864049127,egu,elevated,NA,PM25-PRI
40087,882511,MCCLAIN ENGRY FACLTY,-97.59159,35.29527,111.10163339382939,47.8502392324511,5.485972956228575,356.4873627151499,17.79918838843001,egu,elevated,NA,PM25-PRI
05069,893911,ENTERGY ARK-WHITE BLUFF,-92.139178,34.42351,211.17606170598907,304.7851264858275,7.832977750685766,433.7055555555555,27.430661383724477,egu,elevated,NA,PM25-PRI
08059,896111,COLORADO ENERGY NATIONS -GOLDEN FACILITY,-105.21565,39.76039,17.28402903811252,46.9812662998716,2.9639381445090502,466.48333333333323,13.665837312525822,egu,elevated,NA,PM25-PRI
08087,897211,PUBLIC SERVICE CO - PAWNEE PLT,-103.6793195,40.220102,30.81671869328493,152.10887059644813,7.044341078074229,407.91209374227117,24.66335499747784,egu,elevated,NA,PM25-PRI
12086,900011,FLORIDA POWER & LIGHT (PTF),-80.33111099999998,25.435833,111.72890252268601,39.476845437759955,5.721251317721148,434.7577372536481,18.569712709506003,egu,elevated,NA,PM25-PRI
12095,901111,"WALT DISNEY PARKS AND RESORTS US, INC",-81.580221,28.42608,0.05371415607985481,19.811033221578786,3.383114903992685,413.7055555555555,18.40902163974398,egu,elevated,NA,PM25-PRI
12057,901211,TAMPA ELECTRIC COMPANY,-82.41394766666667,27.907483666666668,135.75987386569872,45.02999905827503,5.718319467800817,382.63596465526877,18.57300323721665,egu,elevated,NA,PM25-PRI
05057,909411,ARK ELEC CO-OP CORP-FULTON CTI GENER STA,-93.792393,33.609348,0.7441379310344827,27.430661383724473,5.486132276744895,833.7055555555555,40.56690033526363,egu,elevated,NA,PM25-PRI
12099,919411,CITY OF LAKE WORTH UTILITIES,-80.067471,26.612706,0.583643720508167,23.292713334388196,2.15578167728041,493.50914069900426,24.590071649248372,egu,elevated,NA,PM25-PRI
12099,919611,NEW HOPE POWER COMPANY,-80.746737,26.576745000000006,37.67591400181488,60.65224017067966,3.047851264858275,419.26111111111106,15.909783602560193,egu,elevated,NA,PM25-PRI
