Location,Under 5,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,over 25,Total
Cuba,0,0,0,1.679853898,4.944628625,12.21563669,31.04641242,52.13654432,118.7470726,326.7175551,667.4569098,1079.849102,1329.08608,1879.225409,2585.390092,3204.778777,3504.659211,3147.344747,2503.770629,1822.938913,,22265.36309,22271.98757
Cyprus,0,0,0,0.245962226,0.565192214,2.178854374,5.092142601,9.790861192,19.32613596,27.97221445,46.20728678,70.28612602,99.99918091,126.1101727,170.873301,225.9809949,331.4383351,305.1789234,126.9274297,27.56022566,,1594.922185,1595.733339
Czechia,0,0,0,0.424821448,1.625664049,4.316976145,14.99841821,36.35720768,105.0440269,243.0112745,384.8397735,736.3412819,1363.281225,2373.910262,3605.83654,4427.80651,5501.453778,6795.833586,4921.268584,2443.228149,,32957.52759,32959.57808
Democratic Republic of the Congo,0,0,0,94.4273918,90.15463805,153.0488081,336.1885646,498.4419837,803.4971726,1438.186838,2188.219369,3029.933145,3845.292098,4298.087404,4481.321982,3900.952945,3489.128856,2062.128843,840.6401344,244.8850982,,31609.95324,31794.53527
Denmark,0,0,0,0.090102897,0.398187791,0.882098582,2.320603796,6.919208666,20.4793321,48.94702023,107.9866997,168.6417806,271.3852116,398.3612896,727.1459446,920.9521531,1177.529988,1289.755287,1184.3287,843.6277199,,7169.263038,7169.751328
Djibouti,0,0,0,1.466245374,1.756652182,2.797866922,5.956363913,10.18833488,17.30310168,26.66934229,35.30064924,46.83205611,60.97718475,66.23533401,72.40072179,58.87938252,47.53435933,27.6229464,10.60038147,3.181645224,,492.4796705,495.7025681
Dominica,0,0,0,0.020430375,0.04028145,0.077498212,0.159722528,0.310628837,0.518838945,1.070857841,2.289966784,3.770161548,5.579743371,7.36013922,8.971158013,11.90116885,14.79001122,12.65712265,8.012056503,3.639636214,,81.10871074,81.16942257
Dominican Republic,0,0,0,21.42891548,54.91528537,78.92178368,137.9962136,224.6178062,356.0923767,571.9534581,855.3690212,1019.920577,1434.688498,1503.724458,1899.99278,1686.123309,1945.882395,1895.077987,1071.566483,547.8739502,,15229.8011,15306.1453
Ecuador,0,0,0,29.92901156,55.91749818,62.19041277,97.72255325,131.2194384,189.1752794,278.0894567,409.366131,598.8810549,786.409307,914.832187,1110.719708,1299.744568,1507.235495,1615.249334,1254.178196,343.1293916,,10598.14251,10683.98902
Egypt,0,0,0,605.5513634,819.1934067,1101.601593,1760.057308,2500.776399,3678.16994,6596.848318,12000.7195,17728.3022,24199.17143,27554.88657,24884.08455,23840.54493,18056.31242,11177.1006,4158.064915,1223.189256,,180459.8299,181884.5747
