Location,Under 5,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,over 25,Total
Democratic People's Republic of Korea,0,0,0,2,6,8,14,23,45,160,260,352,466,491,689,642,373,169,53,12,,3757,3765
Democratic Republic of the Congo,0,0,0,24,39,34,84,139,226,528,988,1170,1406,1114,1165,1046,878,449,207,45,,9477,9540
Denmark,0,0,0,0,0,0,1,2,3,14,31,44,74,110,173,190,219,212,154,77,,1303,1303
Djibouti,0,0,0,0,0,0,1,3,4,9,16,18,26,23,25,20,14,6,3,1,,170,171
Dominica,0,0,0,0,0,0,0,0,0,1,2,3,4,6,7,9,10,6,3,1,,54,54
Dominican Republic,0,0,0,7,15,17,30,41,68,125,208,239,331,336,356,305,271,208,93,36,,2666,2688
Ecuador,0,0,0,5,7,12,24,39,63,139,235,371,473,545,604,654,610,515,304,57,,4645,4658
Egypt,0,0,0,19,26,47,95,140,252,745,1655,2457,3255,3219,2319,1730,1176,646,231,66,,18032,18078
El Salvador,0,0,0,2,3,6,13,22,36,82,121,182,232,267,280,296,245,183,81,52,,2098,2103
Equatorial Guinea,0,0,0,1,1,1,2,3,4,8,14,17,24,22,28,28,23,12,6,1,,192,193
Eritrea,0,0,0,2,3,3,8,15,26,58,92,116,142,109,115,97,63,26,9,1,,881,886
Estonia,0,0,0,0,0,0,0,0,0,3,4,7,11,17,17,24,19,13,6,1,,123,123
Eswatini,0,0,0,2,2,2,3,5,12,24,40,59,100,113,111,89,45,20,6,1,,632,636
Ethiopia,0,0,0,24,35,29,66,118,179,382,650,854,1290,1318,1734,1753,1421,736,301,66,,10895,10955
Fiji,0,0,0,1,2,3,7,17,37,74,154,224,259,260,239,165,111,65,13,3,,1630,1632
Finland,0,0,0,0,0,0,1,1,1,7,11,16,26,42,53,57,74,70,50,22,,432,432
France,0,0,0,0,1,2,6,10,19,88,152,296,505,795,956,1187,1949,2471,2181,935,,11551,11553
Gabon,0,0,0,1,1,1,3,6,10,24,47,61,80,65,71,69,60,35,16,4,,553,555
Gambia,0,0,0,2,1,1,2,2,5,11,18,21,30,41,37,51,42,19,7,2,,289,291
Georgia,0,0,0,0,0,0,1,2,4,22,51,102,170,211,166,302,179,60,29,12,,1313,1313
Germany,0,0,0,1,1,2,9,15,29,156,346,560,862,1179,1557,3256,4427,4300,2762,1326,,20785,20787
Ghana,0,0,0,31,13,26,48,47,147,270,432,525,711,921,723,759,565,253,104,32,,5564,5608
Greece,0,0,0,0,0,0,1,2,4,11,24,47,75,117,158,234,278,215,94,26,,1285,1285
Greenland,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,,5,5
Grenada,0,0,0,0,0,0,0,0,1,2,4,5,7,10,12,11,7,5,3,1,,69,69
Guam,0,0,0,0,0,0,0,0,1,2,4,5,5,6,4,4,4,3,2,1,,41,41
Guatemala,0,0,0,10,17,28,65,122,186,323,468,629,750,811,723,666,660,412,140,18,,6002,6029
Guinea,0,0,0,12,7,11,12,14,34,69,120,144,216,282,238,250,220,124,66,18,,1820,1839
Guinea-Bissau,0,0,0,2,1,2,3,4,9,18,26,30,38,45,37,32,23,10,4,1,,281,285
Guyana,0,0,0,1,2,2,3,5,11,24,45,63,76,79,62,56,41,23,14,3,,507,510
Haiti,0,0,0,9,13,17,32,46,77,173,286,404,521,552,526,452,322,136,48,12,,3606,3629
Honduras,0,0,0,2,3,5,8,12,23,45,72,101,125,145,149,143,95,44,18,5,,989,994
Hungary,0,0,0,0,0,1,2,3,6,28,52,108,219,292,349,456,437,315,119,24,,2409,2409
Iceland,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,4,3,2,,23,23
India,0,0,0,171,231,344,935,1312,3208,7434,13960,20235,29878,34285,34841,36453,32513,14717,5406,977,,236498,236899
Indonesia,0,0,0,128,180,298,750,1583,3316,6873,10327,13551,14448,12253,10236,8951,6097,3287,1109,282,,93360,93669
Iran (Islamic Republic of),0,0,0,8,10,19,40,65,109,288,588,1031,1548,1701,1771,2101,2084,1273,567,177,,13362,13380
Iraq,0,0,0,22,38,47,66,104,179,424,584,812,1052,1129,1111,966,654,423,213,85,,7846,7907
Ireland,0,0,0,0,0,0,0,1,1,3,5,10,15,26,47,71,93,94,58,23,,448,448
Israel,0,0,0,0,0,0,1,3,6,20,42,75,123,199,250,314,422,429,334,168,,2387,2387
Italy,0,0,0,0,1,1,4,10,24,99,230,409,688,1222,1806,2938,3958,4418,2979,1286,,20073,20073
Jamaica,0,0,0,1,2,2,7,8,18,48,83,135,166,227,298,330,323,267,164,128,,2205,2207
Japan,0,0,0,1,1,2,8,15,33,106,146,211,332,629,774,1026,1351,1452,1210,800,,8095,8097
Jordan,0,0,0,1,1,2,5,8,17,49,95,139,180,260,281,303,198,98,48,18,,1700,1703
Kazakhstan,0,0,0,1,2,4,7,10,14,58,108,242,381,503,338,616,346,124,45,5,,2803,2806
Kenya,0,0,0,10,17,15,40,71,111,250,427,538,703,676,785,666,528,274,125,30,,5238,5265
Kiribati,0,0,0,0,0,1,1,3,6,11,18,22,20,16,13,7,4,2,1,0,,126,126
Kuwait,0,0,0,0,1,1,2,3,5,10,16,20,25,27,32,36,45,40,22,12,,296,296
Kyrgyzstan,0,0,0,1,1,1,2,3,5,14,24,47,54,54,21,29,14,10,5,1,,283,284
Lao People's Democratic Republic,0,0,0,5,6,10,17,23,37,68,109,151,181,179,166,160,120,65,27,8,,1322,1333
Latvia,0,0,0,0,0,1,1,1,2,6,11,16,24,36,44,62,56,42,19,5,,327,327
Lebanon,0,0,0,0,0,1,2,2,5,14,29,39,52,101,146,152,123,83,37,10,,796,796
Lesotho,0,0,0,2,3,3,4,8,17,38,77,123,207,232,193,153,89,44,14,3,,1204,1209
Liberia,0,0,0,4,2,3,5,5,16,29,41,43,60,75,60,80,68,35,19,6,,547,553
Libya,0,0,0,0,1,1,3,7,14,37,53,69,91,101,102,103,75,55,26,14,,752,753
Lithuania,0,0,0,0,0,0,1,1,1,7,9,15,22,29,32,39,36,22,10,2,,226,226
Luxembourg,0,0,0,0,0,0,0,0,0,1,1,2,3,4,6,9,12,12,8,4,,61,61
Madagascar,0,0,0,7,11,10,21,40,65,134,223,294,377,307,308,251,196,104,47,10,,2387,2404
Malawi,0,0,0,6,8,6,16,27,40,90,143,183,284,301,346,289,215,111,59,15,,2124,2138
Malaysia,0,0,0,4,5,8,20,29,45,103,190,289,392,415,427,331,254,135,88,20,,2748,2757
Maldives,0,0,0,0,0,0,0,1,1,1,2,3,4,4,5,6,7,5,2,1,,43,43
Mali,0,0,0,19,10,13,15,21,46,99,168,200,286,373,337,331,272,130,60,18,,2368,2397
Malta,0,0,0,0,0,0,0,0,0,1,1,3,6,11,16,16,23,17,12,7,,114,114
Marshall Islands,0,0,0,0,0,0,0,1,2,3,4,5,5,5,4,2,1,1,0,0,,32,32
Mauritania,0,0,0,2,2,2,3,3,8,17,30,39,60,80,75,88,81,45,23,8,,562,566
Mauritius,0,0,0,0,1,2,4,11,18,54,105,167,244,283,260,217,164,126,54,24,,1733,1734
Mexico,0,0,0,32,68,136,335,674,1390,2701,4328,6173,7689,8478,9063,8998,7852,5291,2532,815,,66457,66557
Micronesia (Federated States of),0,0,0,0,0,0,1,1,3,8,12,17,18,13,9,7,6,4,1,0,,102,102
Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,4,4
Mongolia,0,0,0,0,1,1,2,3,4,11,16,16,13,11,10,7,5,2,1,0,,102,103
Montenegro,0,0,0,0,0,0,0,0,0,1,3,7,13,20,19,29,25,12,4,1,,136,137
Morocco,0,0,0,3,4,5,13,25,59,167,350,583,846,850,830,797,610,363,167,49,,5715,5722
Mozambique,0,0,0,12,18,14,34,65,108,230,379,466,615,566,525,414,333,191,99,23,,4061,4091
Myanmar,0,0,0,30,47,75,209,304,454,791,1588,2074,2626,2679,2430,2456,1944,1393,590,153,,19766,19844
Namibia,0,0,0,1,1,1,1,3,7,17,33,52,95,112,123,125,84,48,19,5,,725,727
Nauru,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,6,6
Nepal,0,0,0,13,3,8,15,24,21,82,131,240,290,311,357,467,491,355,158,14,,2964,2980
Netherlands,0,0,0,0,0,0,1,2,5,27,50,84,128,203,289,363,519,621,477,210,,2979,2979
New Zealand,0,0,0,0,0,0,1,2,3,10,19,31,41,52,62,89,93,95,61,26,,585,585
Nicaragua,0,0,0,2,3,4,7,13,26,57,101,156,212,250,270,271,205,115,38,11,,1736,1741
Niger,0,0,0,16,8,10,13,15,36,74,141,171,227,297,281,238,155,75,33,9,,1775,1799
Nigeria,0,0,0,103,39,82,153,138,408,888,1474,1760,2280,2769,2769,3496,2750,1571,797,262,,21599,21741
Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3
North Macedonia,0,0,0,0,0,0,1,1,2,10,22,50,89,146,166,239,183,70,11,1,,991,991
Northern Mariana Islands,0,0,0,0,0,0,0,0,1,1,3,5,4,4,2,3,1,1,0,0,,25,25
Norway,0,0,0,0,0,0,0,1,1,7,11,15,25,38,55,72,90,120,100,62,,598,598
Oman,0,0,0,0,1,1,2,4,7,24,43,65,87,110,121,96,64,37,16,3,,679,680
Pakistan,0,0,0,166,201,259,441,556,1199,2100,3142,3949,5567,5521,5753,5549,4222,2233,941,291,,41723,42090
Palau,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,2,1,1,0,0,,21,21
Palestine,0,0,0,1,2,3,3,5,9,26,54,101,121,162,194,181,152,101,40,13,,1164,1167
Panama,0,0,0,1,1,2,3,5,11,26,50,75,102,126,147,168,159,118,77,45,,1112,1114
Papua New Guinea,0,0,0,8,16,28,67,119,225,320,478,556,593,554,479,315,187,106,39,10,,4077,4100
Paraguay,0,0,0,2,3,4,9,13,27,63,119,182,256,295,319,332,289,201,95,56,,2261,2265
Peru,0,0,0,3,6,10,20,32,62,133,228,358,457,548,613,650,560,413,233,108,,4424,4433
Philippines,0,0,0,61,89,131,238,382,630,1264,1995,2852,3496,3641,3045,2789,2115,1204,587,134,,24505,24655
Poland,0,0,0,0,1,3,9,16,29,110,185,374,681,940,882,1073,1276,1090,532,151,,7350,7352
Portugal,0,0,0,0,0,1,1,3,7,18,41,71,136,233,401,611,905,849,539,196,,4013,4013
Puerto Rico,0,0,0,0,0,1,3,7,14,47,93,148,225,318,418,451,466,373,252,182,,2997,2998
Qatar,0,0,0,0,0,1,2,4,5,13,21,34,37,39,42,38,29,12,3,0,,280,280
Republic of Korea,0,0,0,2,3,5,15,31,66,197,343,568,690,873,1356,2248,2379,1755,807,269,,11601,11606
Republic of Moldova,0,0,0,0,0,1,1,2,2,7,12,27,43,61,33,37,19,14,10,3,,272,272
Romania,0,0,0,1,1,2,4,5,10,44,54,129,244,353,340,429,405,196,56,11,,2282,2283
Russian Federation,0,0,0,2,3,8,23,40,62,235,453,1121,2181,3304,2280,4465,3135,1492,740,136,,19677,19682
Rwanda,0,0,0,3,4,4,12,19,26,58,109,161,233,209,224,207,179,89,37,9,,1577,1584
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,1,2,3,4,4,3,3,3,2,1,0,,27,27
Saint Lucia,0,0,0,0,0,0,1,1,2,4,6,8,10,13,15,16,16,14,9,2,,117,117
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,1,1,3,6,8,10,11,13,15,16,9,4,1,,98,98
Samoa,0,0,0,0,0,0,1,1,3,6,10,14,15,14,13,14,12,9,3,1,,116,116
San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,4,4
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,2,1,0,0,,12,12
Saudi Arabia,0,0,0,4,9,17,39,69,124,209,275,349,343,312,274,179,127,110,57,16,,2499,2513
Senegal,0,0,0,13,6,10,13,14,38,79,144,182,257,332,316,348,298,152,76,22,,2281,2301
Serbia,0,0,0,0,0,0,2,3,6,27,63,122,279,494,463,716,809,373,75,7,,3439,3439
Seychelles,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,2,1,0,,23,23
Sierra Leone,0,0,0,7,4,6,7,9,20,40,65,71,102,130,127,152,118,53,25,8,,935,946
Singapore,0,0,0,0,0,0,0,1,1,3,6,9,13,17,17,22,22,16,11,8,,145,146
Slovakia,0,0,0,0,0,0,0,1,2,9,19,37,80,112,116,126,121,75,31,9,,737,738
Slovenia,0,0,0,0,0,0,0,0,0,2,4,8,19,28,35,63,70,46,31,13,,323,323
Solomon Islands,0,0,0,1,2,4,9,18,33,44,53,55,50,46,37,25,12,4,1,0,,391,394
Somalia,0,0,0,7,10,8,19,42,76,124,175,260,402,342,303,213,127,51,18,3,,2162,2179
South Africa,0,0,0,20,41,52,66,93,233,570,1389,2431,4512,4866,4172,3965,3465,2397,935,215,,29361,29422
South Sudan,0,0,0,2,2,2,5,11,18,43,76,93,124,117,146,135,109,60,34,10,,982,986
Spain,0,0,0,0,0,1,3,6,10,36,81,149,232,371,644,969,1873,2347,1855,850,,9427,9427
Sri Lanka,0,0,0,4,8,13,31,54,102,253,501,800,1250,1755,2004,1863,1766,1181,619,231,,12422,12434
Sudan,0,0,0,3,5,6,13,21,39,98,168,213,301,330,360,327,237,129,62,26,,2331,2340
Suriname,0,0,0,0,0,1,1,2,4,9,17,27,31,32,33,34,27,15,6,4,,242,243
Sweden,0,0,0,0,0,1,2,2,4,15,26,37,70,118,189,250,320,378,329,209,,1950,1951
Switzerland,0,0,0,0,0,0,1,1,2,8,16,26,43,67,104,145,232,296,214,129,,1283,1284
Syrian Arab Republic,0,0,0,5,4,2,6,10,17,47,94,131,201,218,217,209,187,119,24,4,,1486,1495
Taiwan (Province of China),0,0,0,0,1,2,9,23,44,163,317,509,797,1009,1088,1541,1696,1494,722,311,,9725,9726
Tajikistan,0,0,0,5,5,4,8,10,17,69,129,255,307,291,147,144,63,14,6,2,,1467,1476
Thailand,0,0,0,8,16,31,80,165,298,588,1009,1404,2007,2451,2570,2331,1969,976,587,356,,16822,16846
Timor-Leste,0,0,0,0,1,1,1,1,2,6,8,12,24,29,34,21,15,9,3,1,,166,167
Togo,0,0,0,6,3,5,7,8,23,50,78,84,109,147,122,118,80,37,16,5,,888,896
Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
Tonga,0,0,0,0,0,0,0,1,1,3,5,7,9,11,11,10,9,7,3,1,,79,79
Trinidad and Tobago,0,0,0,0,1,1,4,7,15,38,89,149,226,261,262,229,179,114,58,33,,1665,1666
Tunisia,0,0,0,0,1,1,4,6,12,31,66,121,172,219,238,255,248,145,64,23,,1605,1606
Turkey,0,0,0,6,8,12,25,51,116,274,625,991,1739,2110,2859,3014,2964,2176,845,289,,18089,18104
Turkmenistan,0,0,0,1,2,2,4,6,10,40,69,120,141,89,58,40,18,6,4,2,,608,611
Tuvalu,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,1,0,0,,11,11
Uganda,0,0,0,12,18,15,34,54,82,186,313,395,521,521,645,626,486,223,108,30,,4238,4268
Ukraine,0,0,0,1,3,7,19,26,31,103,142,232,327,389,225,316,227,175,97,19,,2335,2340
United Arab Emirates,0,0,0,0,0,1,9,15,38,111,168,165,213,119,59,45,30,13,3,0,,988,989
United Kingdom,0,0,0,1,2,3,11,15,23,87,118,163,223,337,525,701,1015,1118,950,453,,5743,5745
United Republic of Tanzania,0,0,0,15,21,20,47,82,128,280,483,611,867,852,1056,1030,874,427,218,58,,7033,7070
United States of America,0,0,0,9,21,45,201,306,500,1630,2925,4779,6885,7864,8705,8397,8774,8109,5729,3087,,67934,67964
United States Virgin Islands,0,0,0,0,0,0,0,0,0,2,3,5,8,11,14,13,9,5,2,1,,74,74
Uruguay,0,0,0,0,0,0,1,2,4,9,18,37,64,81,114,141,157,125,65,26,,845,846
Uzbekistan,0,0,0,5,9,11,23,26,46,266,623,1206,1856,1227,817,538,170,22,4,0,,6836,6849
Vanuatu,0,0,0,0,0,0,1,2,4,7,11,13,17,16,16,13,8,4,1,0,,114,114
Venezuela (Bolivarian Republic of),0,0,0,11,14,25,40,73,126,268,484,827,1150,1377,1340,1292,1084,614,338,195,,9232,9258
Viet Nam,0,0,0,14,23,41,100,188,375,747,1231,1871,3018,3216,3381,3601,3666,2703,1142,383,,25663,25699
Yemen,0,0,0,1,2,3,8,14,27,61,106,152,218,233,235,192,130,65,25,8,,1478,1482
Zambia,0,0,0,7,12,10,22,40,62,123,191,220,275,256,304,276,218,104,41,8,,2152,2171
Zimbabwe,0,0,0,30,17,9,11,20,42,92,203,346,577,574,492,359,223,128,57,15,,3149,3197
