GEOID10,Base_HNO3_mol,Base_NH3f_mol,Base_NO3_mol
36013,0.025393079934445,0.02683968072921608,0.009270402290514691
36015,0.026169023501052803,0.01730243080423155,0.008167442299650284
36017,0.025593043975806674,0.022331241276326907,0.00870792792865887
36019,0.01208884685340791,0.02984976860292189,0.00584119720071221
36021,0.032484002275152,0.0667921925908707,0.017381946063086243
36023,0.02454997751999264,0.0341951572057833,0.01002487324888798
36025,0.029306706128826798,0.009739341137921659,0.007881015234760869
36027,0.04525507680169053,0.019907643901557623,0.013604986542183065
36029,0.023117783897864282,0.00996816230489718,0.00640883080806872
36031,0.014394855150933507,0.0026778225516397164,0.003472788342245979
36033,0.01133241666357652,0.004734007278144617,0.002994052345202119
36035,0.02646585988297124,0.04872039252611576,0.012619739001973997
36037,0.022988165500199997,0.08568049736732167,0.016318813741692965
36039,0.03202198262938683,0.03512656335732986,0.012397818749770254
36041,0.018011973756295426,0,0.00397126839208889
36043,0.024054468860556354,0.022444232502372943,0.008305285601984007
36045,0.014973533926648113,0.010522550885562837,0.004490276798306222
36047,0.06219314124419228,0.09942970597000575,0.03567773979892924
36049,0.016867321973184943,0.015624667359706995,0.005551926918479576
36051,0.023139066753877335,0.05776941743787155,0.012707105756382826
36053,0.02438086604713286,0.043321446211546696,0.0112017612451892
36055,0.023846855020827416,0.02620095954689375,0.008749516056198156
36057,0.027431381826093816,0.044830880987385996,0.012389916007527778
36059,0.05040376598362177,0.03698594692569364,0.018287085466372636
36061,0.07546280767231205,0.16610171630521264,0.0583699984177701
36063,0.020594386199948928,0,0.004540637027174413
36065,0.023350145922642885,0.03270262428629617,0.009469345624829126
36067,0.024046103172479343,0.048382455582904826,0.011771586575648073
36069,0.024402714235289204,0.04847250833618248,0.011901763116063443
36071,0.054903927697243705,0.03621487259850585,0.019502208814533933
36073,0.021604913662765898,0.016956412808114885,0.0069363137441061555
36075,0.021181890455443986,0.016997056383312253,0.006831820147334073
36077,0.026919182486252295,0.2589522828717359,0.026919182486252295
36079,0.052139013650013895,0.03670005455720314,0.018759774676732188
36081,0.06373804931121102,0.08378040467362284,0.0328570421124184
36083,0.03445732498456693,0.0597411993022926,0.017007597432148545
36085,0.06162432632458972,0.06752539167156713,0.02841642157416117
36087,0.06419786749272009,0.054822412928564504,0.026516554194240254
36089,0.011288481314548467,0.0023751251817249186,0.0027372328427514706
36091,0.027491202271479595,0.032635936723011294,0.010682447143359258
36093,0.030545788061937276,0.048384887707793416,0.013923755985990471
36095,0.028361721399971136,0.02408804410653577,0.009711936073968683
36097,0.025098384683530522,0.03051409432814592,0.00968754620785877
